from_totally_fake_account,Alcohol,Bar/Pub,Books,Children,Clothing,Coffee Shop,Eating Out,Electronics,Entertainment,Exercise,High Street,Home,Pet,Supermarket,total_spending
8327.0,54.98,5023.14,633.0,0.0,323.0,608.72,1813.72,0.0,707.88,0.0,69.45,0.0,0.0,5726.55,14960.439999999999
8328.0,12.0,4136.36,10.0,24.0,152.0,622.99,1467.97,0.0,831.88,0.0,39.0,106.0,10.0,3314.26,10726.46
8331.0,49.99,3378.68,35.0,0.0,2141.0,1993.18,2134.09,234.0,10.0,63.0,3079.58,773.0,20.0,1324.21,15235.73
8334.0,74.98,3788.25,670.0,1370.0,0.0,2037.98,1878.1,99.0,45.0,58.0,491.90999999999997,0.0,431.0,4381.17,15325.39
8377.0,223.92999999999998,4326.11,0.0,1526.0,2633.0,2375.3,2522.52,0.0,35.0,0.0,54.45,977.0,0.0,3025.93,17699.24
8381.0,38.989999999999995,4486.1,5.0,94.0,0.0,518.15,1485.1399999999999,1604.0,273.88,112.0,418.0,0.0,0.0,6189.04,15224.3
8386.0,0.0,2932.0,639.0,48.0,141.0,560.01,2109.34,0.0,125.0,0.0,451.73,156.0,5.0,1136.23,8303.31
8387.0,29.99,4013.0,47.0,1646.0,38.0,634.15,2163.56,0.0,394.88,0.0,68.64,0.0,0.0,1170.25,10205.469999999998
8418.0,29.99,2939.84,25.0,1927.0,0.0,591.39,1467.25,0.0,425.88,0.0,2603.48,0.0,0.0,1200.96,11210.79
8431.0,69.98,4068.18,30.0,0.0,463.0,128.82,1851.26,243.0,52.0,1134.0,58.0,133.0,0.0,4299.08,12530.32
8438.0,51.98,4488.19,546.0,0.0,270.0,309.40999999999997,2658.4,0.0,431.88,180.0,2498.41,6.0,0.0,1370.75,12811.019999999999
8472.0,67.99000000000001,5002.14,509.0,1597.0,109.0,102.42,1669.74,0.0,610.0,0.0,2983.2400000000002,117.0,0.0,1072.06,13839.59
8473.0,31.99,3480.92,515.0,29.0,1819.0,875.57,3254.87,0.0,583.0,74.0,2266.31,1362.0,0.0,1326.32,15617.979999999998
8474.0,49.98,4428.7,0.0,0.0,1819.0,565.75,1467.61,0.0,413.88,0.0,49.0,1573.0,0.0,3659.4500000000003,14026.369999999999
8487.0,0.0,3826.61,30.0,192.0,0.0,218.85,2970.44,0.0,387.88,0.0,86.36,115.0,0.0,1311.06,9138.199999999999
8506.0,0.0,3667.54,0.0,0.0,2435.0,2284.5099999999998,2497.94,36.0,474.88,67.0,0.0,1461.0,0.0,2495.91,15419.779999999999
8507.0,49.98,4332.49,0.0,68.0,0.0,702.24,1566.66,1430.0,16.0,0.0,2490.11,80.0,210.0,969.41,11914.89
8518.0,24.99,3659.17,0.0,0.0,2510.0,43.9,1475.22,0.0,103.0,0.0,0.0,1312.0,0.0,6530.73,15659.009999999998
8556.0,12.0,3539.48,20.0,1507.0,196.0,754.95,2482.78,0.0,570.0,0.0,45.82,195.0,0.0,862.98,10186.009999999998
8565.0,27.990000000000002,5135.22,15.0,32.0,0.0,151.71,1420.02,0.0,11.0,0.0,2449.54,0.0,20.0,1022.23,10284.71
8568.0,21.0,4438.67,42.0,143.0,308.0,113.27,1992.97,0.0,20.0,0.0,423.28,0.0,0.0,3074.0099999999998,10576.2
8572.0,21.0,4259.5,45.0,1886.0,297.0,708.4,1815.42,0.0,30.0,42.0,119.09,0.0,0.0,3689.7,12913.11
8583.0,92.99,4294.6,0.0,93.0,308.0,572.23,1200.83,167.0,123.0,0.0,371.09,0.0,0.0,3841.12,11063.86
8603.0,45.989999999999995,4077.9,690.0,0.0,0.0,610.74,1353.61,0.0,513.0,122.0,159.91,0.0,0.0,3549.9,11123.05
8607.0,103.97999999999999,7489.32,5.0,88.0,0.0,46.02,1500.61,0.0,423.88,0.0,2655.74,0.0,0.0,1016.01,13328.56
8625.0,0.0,4130.91,0.0,1511.0,295.0,694.9499999999999,1554.19,0.0,634.88,0.0,91.36,119.0,0.0,1413.32,10444.609999999999
8633.0,83.97,4600.77,60.0,1828.0,2087.0,2059.49,1738.52,0.0,22.0,0.0,29.27,1250.0,0.0,6463.46,20222.480000000003
8655.0,84.99,4540.32,540.0,72.0,2429.0,582.6,1896.03,0.0,496.88,0.0,65.0,913.0,30.0,902.47,12552.289999999999
8661.0,58.980000000000004,4193.18,30.0,0.0,288.0,906.08,2623.46,0.0,427.88,0.0,442.27,0.0,22.0,2459.12,11450.970000000001
8668.0,54.98,4139.69,26.0,0.0,1105.0,660.58,1593.2,0.0,360.88,0.0,18.64,637.0,62.0,3451.77,12109.74
8682.0,27.0,3430.64,10.0,1713.0,0.0,2076.85,1823.52,0.0,0.0,0.0,0.0,0.0,0.0,1807.5,10888.51
8691.0,64.97999999999999,4445.75,524.0,2175.0,279.0,613.7,1585.98,0.0,361.88,0.0,2812.67,207.0,30.0,1247.45,14347.41
8718.0,189.96,3238.54,30.0,23.0,1917.0,875.48,1678.64,0.0,528.88,0.0,52.269999999999996,398.0,37.0,1105.5,10074.27
8741.0,24.99,4257.17,431.0,1107.0,150.0,126.07,1561.44,0.0,86.0,0.0,3045.67,396.0,0.0,971.7,12157.04
8744.0,80.97,3427.7,379.0,17.0,120.0,89.27,1576.84,0.0,91.0,0.0,2871.17,143.0,20.0,1210.24,10026.19
8801.0,0.0,4688.31,436.0,409.0,0.0,612.18,1639.51,0.0,267.0,0.0,133.91,164.0,60.0,3849.33,12259.24
8815.0,8.99,5220.46,0.0,151.0,0.0,662.3199999999999,1612.47,0.0,75.0,0.0,82.0,66.0,0.0,5621.15,13499.39
8864.0,19.99,3803.64,15.0,100.0,0.0,890.13,2683.59,0.0,423.88,0.0,30.0,0.0,0.0,3428.79,11395.02
8880.0,68.97999999999999,3985.48,372.0,100.0,200.0,112.58,1901.04,213.0,816.0,0.0,2674.43,72.0,0.0,1188.17,11703.68
8882.0,24.99,5163.19,452.0,82.0,65.0,804.62,1846.11,0.0,0.0,94.0,55.0,0.0,60.0,2036.76,10683.67
8906.0,9.0,4435.6,60.0,0.0,1795.0,602.79,1731.02,0.0,315.88,0.0,2264.8,1160.0,15.0,1083.68,13472.77
8907.0,8.99,4607.54,37.0,0.0,0.0,580.8,1315.35,0.0,384.0,0.0,23.0,157.0,0.0,881.06,7994.74
8919.0,9.0,3085.6,0.0,0.0,47.0,2009.1,1349.21,0.0,14.0,0.0,102.27000000000001,687.0,0.0,5146.0199999999995,12449.2
8943.0,54.989999999999995,4442.57,32.0,1300.0,0.0,590.73,1775.12,0.0,6.0,0.0,0.0,0.0,0.0,2091.11,10292.52
8947.0,282.94,5593.63,34.0,180.0,0.0,709.98,1793.36,0.0,447.88,0.0,26.0,522.0,15.0,1146.17,10750.96
8968.0,44.98,4960.14,527.0,177.0,171.0,603.13,1623.57,0.0,462.88,0.0,2080.75,0.0,0.0,1175.3,11825.749999999998
8982.0,28.979999999999997,4570.84,0.0,0.0,224.0,562.25,1126.42,0.0,127.0,0.0,40.0,805.0,0.0,1502.41,8986.9
8994.0,86.99,4517.12,45.0,71.0,89.0,542.61,1675.97,0.0,274.88,50.0,35.91,129.0,0.0,3428.17,10945.65
9022.0,0.0,4258.0,8.0,1825.0,3291.0,553.4499999999999,2132.34,0.0,469.88,0.0,90.73,1089.0,22.0,2159.54,15898.939999999999
9029.0,84.99,3974.49,0.0,1691.0,2156.0,560.2,1619.33,0.0,936.88,0.0,2340.7599999999998,1412.0,0.0,1164.27,15939.92
9030.0,40.98,4633.86,416.0,0.0,2926.0,483.4,1959.95,0.0,55.0,1205.0,0.0,743.0,0.0,918.15,13381.34
9041.0,24.99,3364.45,20.0,213.0,1974.0,2187.6,2548.0,0.0,1115.88,0.0,1673.46,660.0,2.0,1223.68,15007.059999999998
9048.0,0.0,4725.7,542.0,158.0,172.0,807.52,2480.07,173.0,481.88,0.0,2492.61,0.0,20.0,1047.32,13100.099999999999
9075.0,39.989999999999995,3670.42,0.0,112.0,360.0,610.85,1451.08,271.0,641.88,0.0,18.91,197.0,0.0,3803.72,11176.85
9076.0,8.99,3881.33,20.0,0.0,0.0,614.42,1641.09,0.0,242.0,110.0,0.0,0.0,330.0,1471.55,8319.38
9088.0,73.97,4653.74,0.0,111.0,231.0,738.08,1620.63,0.0,461.0,0.0,2357.91,628.0,172.0,1009.21,12056.54
9120.0,60.98,4630.08,30.0,1998.0,138.0,779.95,2993.42,0.0,391.88,0.0,320.0,17.0,10.0,6236.46,17605.77
9133.0,123.97,4252.2,0.0,155.0,314.0,700.52,1637.81,0.0,355.88,0.0,2088.03,140.0,30.0,1356.67,11154.08
9141.0,10.0,4762.86,641.0,44.0,1917.0,109.73,1610.83,0.0,17.0,0.0,2308.92,425.0,5.0,1119.84,12971.179999999998
9150.0,59.97,4190.44,20.0,199.0,0.0,644.05,1417.98,0.0,82.0,0.0,121.91,0.0,0.0,1159.6,7894.950000000001
9162.0,0.0,3783.39,12.0,1611.0,1787.0,575.16,1391.93,0.0,417.88,0.0,148.19,1069.0,60.0,4302.45,15158.0
9172.0,99.97,4189.92,37.0,96.0,133.0,760.87,2530.96,291.0,414.88,75.0,30.45,133.0,291.0,936.11,10019.160000000002
9173.0,41.989999999999995,4432.33,521.0,1475.0,1965.0,601.18,1491.84,0.0,36.0,0.0,20.45,1888.0,0.0,831.5799999999999,13304.37
9186.0,0.0,2928.91,2.0,166.0,2180.0,2044.54,1299.31,0.0,412.88,0.0,12.0,1524.0,0.0,4187.87,14757.509999999998
9189.0,221.95999999999998,4962.55,35.0,1424.0,243.0,605.77,1501.12,0.0,443.88,770.0,2977.41,0.0,0.0,959.65,14144.34
9204.0,8.99,3978.08,596.0,1190.0,539.0,556.8,1250.86,0.0,350.88,0.0,42.27,0.0,37.0,2067.43,10617.31
9218.0,133.98,3489.13,0.0,0.0,0.0,2085.6,1462.09,289.0,46.0,0.0,315.0,136.0,15.0,1800.03,9771.83
9225.0,12.0,4999.14,12.0,30.0,0.0,587.91,1523.83,633.0,65.0,0.0,61.91,206.0,0.0,1136.18,9266.97
9239.0,163.97,4165.47,444.0,210.0,0.0,129.69,1414.9,0.0,93.0,0.0,2583.9,86.0,20.0,915.94,10226.87
9250.0,43.98,2496.99,20.0,37.0,0.0,600.47,2000.97,0.0,76.0,0.0,47.73,651.0,426.0,1016.83,7416.969999999999
9255.0,0.0,3982.77,13.0,0.0,1989.0,716.17,1738.61,0.0,684.0,0.0,473.27,1287.0,416.0,5237.53,16537.350000000002
9256.0,122.97999999999999,3558.46,390.0,192.0,94.0,519.28,1197.1200000000001,0.0,469.0,0.0,25.09,0.0,275.0,866.17,7709.1
9262.0,34.989999999999995,3001.95,15.0,126.0,1781.0,576.3,1262.55,0.0,162.0,0.0,31.36,894.0,70.0,5806.88,13762.029999999999
9267.0,110.96,2885.4,438.0,1944.0,2086.0,648.3,2755.63,1173.0,64.0,0.0,101.0,917.0,0.0,6090.45,19213.74
9300.0,44.98,4581.16,954.0,146.0,331.0,715.12,1511.8,0.0,378.88,0.0,224.0,0.0,0.0,5918.81,14805.75
9303.0,203.95,4499.57,27.0,92.0,358.0,892.28,2850.17,0.0,87.0,0.0,5.0,0.0,0.0,1349.4,10364.369999999999
9323.0,49.99,3139.58,947.0,92.0,2323.0,515.87,1637.41,0.0,5.0,0.0,83.0,1159.0,0.0,1789.33,11741.18
9333.0,45.989999999999995,3425.98,32.0,0.0,75.0,143.72,2352.44,0.0,412.88,0.0,2403.66,89.0,0.0,1147.09,10127.759999999998
9337.0,41.989999999999995,4556.96,465.0,0.0,84.0,106.89,1278.18,0.0,108.0,0.0,50.18,40.0,0.0,1019.65,7750.85
9341.0,79.98,4013.71,15.0,111.0,2766.0,707.29,1719.6,0.0,0.0,0.0,40.18,796.0,20.0,6072.66,16341.42
9347.0,19.0,4778.87,15.0,88.0,100.0,2177.74,2881.71,0.0,677.0,0.0,120.72,145.0,37.0,1071.21,12111.25
9360.0,39.989999999999995,5215.11,15.0,1657.0,87.0,2132.63,1852.44,68.0,150.0,0.0,489.64,0.0,55.0,5721.9800000000005,17483.79
9381.0,39.989999999999995,4109.48,37.0,258.0,319.0,896.38,3698.1,230.0,14.0,1747.0,135.0,78.0,692.0,3878.1800000000003,16132.13
9399.0,43.989999999999995,8503.62,763.0,346.0,200.0,149.32999999999998,1869.44,0.0,387.0,45.0,0.0,0.0,0.0,5670.18,17977.56
9407.0,0.0,3998.44,873.0,0.0,2094.0,589.81,1379.86,189.0,493.88,0.0,0.0,1441.0,0.0,5755.83,16814.82
9453.0,59.99,4459.19,22.0,0.0,93.0,501.65,2598.09,1189.0,151.0,0.0,123.55,91.0,0.0,3645.46,12933.929999999997
9460.0,74.99,2936.7599999999998,40.0,1466.0,1496.0,53.9,1349.19,0.0,630.0,0.0,2315.06,661.0,5.0,1171.11,12199.01
9474.0,124.97,3232.33,15.0,0.0,0.0,2049.2,1497.85,0.0,743.88,0.0,421.09000000000003,74.0,0.0,2422.93,10581.25
9479.0,49.98,3936.79,2.0,75.0,0.0,574.88,2229.34,0.0,1301.88,0.0,8.18,0.0,0.0,3802.11,11980.16
9480.0,202.95,4380.73,411.0,50.0,0.0,2083.55,1985.44,0.0,329.88,0.0,2442.27,0.0,511.0,1207.46,13604.279999999999
9499.0,0.0,2758.5,0.0,1645.0,112.0,1973.16,1668.84,292.0,67.0,0.0,79.53999999999999,0.0,0.0,6616.94,15212.98
9508.0,12.0,3382.15,10.0,1930.0,2445.0,2045.6299999999999,1781.3,0.0,30.0,1287.0,88.18,1759.0,0.0,3932.24,18702.5
9518.0,134.95999999999998,4148.12,0.0,2649.0,2037.0,328.1,2417.69,0.0,16.0,0.0,71.45,1738.0,15.0,1350.17,14905.490000000002
9579.0,108.97999999999999,4017.02,25.0,163.0,177.0,2077.88,1346.25,0.0,854.88,941.0,22.73,190.0,30.0,5686.82,15640.56
9580.0,24.99,2615.16,30.0,2198.0,390.0,134.53,1596.15,0.0,71.0,506.0,2368.83,0.0,0.0,1091.86,11026.52
9600.0,36.989999999999995,4139.97,18.0,0.0,2111.0,2011.77,1942.01,0.0,344.88,0.0,2193.47,1237.0,60.0,1093.57,15188.659999999998
9642.0,101.99,4360.91,900.0,0.0,1673.0,536.45,1864.24,0.0,896.88,103.0,7.27,1596.0,0.0,2178.97,14218.71
9660.0,49.99,3698.79,0.0,181.0,2020.0,575.64,1431.8,0.0,399.0,0.0,0.0,2631.0,10.0,4517.08,15514.300000000001
9678.0,0.0,3193.26,20.0,60.0,1945.0,590.72,1543.16,0.0,346.88,0.0,104.09,624.0,0.0,6219.18,14646.29
9685.0,0.0,4465.67,35.0,95.0,41.0,656.7,1862.89,262.0,1053.88,113.0,118.82000000000001,206.0,20.0,5706.46,14636.419999999998
9687.0,88.98,4950.18,1012.0,173.0,451.0,557.74,1612.06,0.0,214.0,0.0,40.46,20.0,0.0,5541.59,14661.009999999998
9691.0,18.990000000000002,4505.03,345.0,151.0,1701.0,612.57,1724.88,0.0,119.0,0.0,2272.81,1372.0,0.0,1208.33,14030.609999999999
9724.0,92.97,3808.02,50.0,122.0,158.0,2314.64,3033.98,0.0,0.0,0.0,52.36,230.0,0.0,819.91,10681.88
9740.0,139.95,4877.92,598.0,1695.0,189.0,2140.61,1470.67,0.0,980.88,0.0,101.99000000000001,157.0,0.0,2240.61,14591.63
9756.0,0.0,4015.53,22.0,241.0,262.0,246.54,1667.14,0.0,834.88,0.0,9.0,569.0,0.0,1261.63,9128.720000000001
9820.0,29.99,4242.97,1056.0,0.0,1549.0,798.31,2924.16,296.0,108.0,0.0,424.18,1722.0,30.0,2531.96,15712.57
9869.0,29.99,7761.01,15.0,75.0,109.0,1974.6,1548.0,78.0,374.88,0.0,70.0,0.0,0.0,4179.33,16214.81
9874.0,9.0,4452.77,0.0,1961.0,389.0,627.4399999999999,1536.7,0.0,349.88,872.0,2385.43,0.0,179.0,1158.99,13921.21
9880.0,31.99,3883.54,8.0,1612.0,463.0,757.9399999999999,2582.29,0.0,28.0,1009.0,105.55,0.0,0.0,807.31,11288.619999999997
9894.0,79.97,3971.51,15.0,1724.0,154.0,168.16,1391.45,0.0,658.88,0.0,2440.63,0.0,77.0,1514.4,12194.999999999998
9900.0,86.97,4124.69,32.0,2229.0,2037.0,614.4,1626.23,0.0,96.0,0.0,382.18,1159.0,0.0,5487.38,17874.85
9916.0,19.99,2755.99,0.0,69.0,317.0,2346.58,2997.98,183.0,386.88,0.0,66.0,19.0,0.0,1219.92,10381.339999999998
9925.0,95.98,4153.61,514.0,103.0,0.0,723.24,2567.17,0.0,560.0,0.0,18.18,283.0,67.0,5932.35,15017.53
9928.0,59.98,4058.6,15.0,0.0,3678.0,623.8,1991.35,0.0,70.0,0.0,0.0,636.0,2.0,752.32,11887.05
9936.0,8.99,3936.27,797.0,162.0,152.0,571.81,1461.41,0.0,574.88,0.0,28.18,0.0,0.0,1806.6100000000001,9499.15
9944.0,124.97999999999999,3933.51,10.0,76.0,95.0,606.28,1525.27,0.0,437.0,0.0,22.73,415.0,0.0,1346.54,8592.309999999998
9951.0,9.0,3669.19,25.0,0.0,0.0,578.03,1404.79,0.0,0.0,66.0,0.0,114.0,0.0,3222.59,9088.6
9983.0,108.98,4346.74,0.0,1947.0,1525.0,2031.31,1475.1100000000001,0.0,0.0,0.0,41.18,1136.0,0.0,669.76,13281.08
10000.0,0.0,4251.8,370.0,0.0,2221.0,89.89,1654.67,0.0,89.0,106.0,2708.5,952.0,0.0,1043.32,13486.18
10004.0,86.99,4240.64,593.0,0.0,276.0,2160.59,1428.53,1594.0,378.88,82.0,125.82,173.0,0.0,1547.75,12687.199999999999
10021.0,29.99,4336.5,516.0,66.0,0.0,526.25,1690.1299999999999,0.0,443.0,0.0,2271.0,90.0,0.0,1257.8700000000001,11226.74
10062.0,37.98,3799.73,35.0,187.0,61.0,579.35,1915.44,0.0,20.0,95.0,16.36,49.0,0.0,752.27,7548.129999999999
10078.0,24.99,3597.56,47.0,0.0,38.0,701.5,2407.22,0.0,0.0,0.0,9.0,0.0,0.0,2519.39,9344.659999999998
10092.0,67.98,4205.3,7.0,84.0,1652.0,358.24,2677.56,0.0,31.0,0.0,681.09,935.0,0.0,5291.16,15990.33
10099.0,24.99,5433.57,27.0,373.0,0.0,649.61,1582.36,0.0,55.0,206.0,72.82,229.0,15.0,1194.95,9863.3
10126.0,49.99,3412.99,579.0,37.0,0.0,1999.95,1571.0,0.0,358.88,0.0,48.0,0.0,454.0,2943.0,11453.81
10130.0,9.0,4040.61,0.0,16.0,2325.0,267.37,2430.91,66.0,58.0,0.0,2813.44,831.0,0.0,1205.9,14063.23
10134.0,191.96,4996.38,10.0,165.0,2794.0,574.35,1729.77,257.0,442.88,52.0,10.0,1819.0,0.0,6321.09,19363.43
10141.0,113.96000000000001,3672.75,0.0,40.0,2076.0,2263.21,2760.7400000000002,0.0,354.88,0.0,154.09,781.0,0.0,3318.0099999999998,15534.64
10145.0,49.99,5018.61,24.0,0.0,45.0,2496.34,3282.89,0.0,336.88,0.0,19.09,616.0,82.0,802.76,12773.56
10147.0,49.98,4091.74,445.0,1701.0,183.0,92.9,1535.25,0.0,6.0,0.0,101.82,172.0,60.0,3011.82,11450.509999999998
10156.0,155.97,3566.42,10.0,1647.0,456.0,423.98,2716.08,0.0,6.0,0.0,0.0,0.0,45.0,1575.93,10602.38
10179.0,0.0,4061.12,5.0,1496.0,665.0,2077.29,2080.12,0.0,400.0,0.0,92.0,576.0,25.0,1880.93,13358.46
10180.0,114.97999999999999,3931.09,12.0,2424.0,234.0,56.559999999999995,1309.87,0.0,57.0,0.0,2016.32,0.0,2.0,1171.01,11328.83
10209.0,0.0,4415.58,479.0,284.0,337.0,733.3199999999999,1266.72,237.0,482.0,0.0,48.0,7.0,0.0,4446.89,12736.509999999998
10215.0,124.97,5332.78,0.0,47.0,130.0,553.63,1407.59,0.0,57.0,58.0,520.18,152.0,10.0,1934.93,10328.08
10253.0,42.98,4538.08,0.0,21.0,0.0,2080.83,1689.06,0.0,157.0,0.0,2734.27,0.0,0.0,1174.02,12437.24
10254.0,78.96,3657.7,0.0,56.0,0.0,560.91,1594.3799999999999,0.0,41.0,0.0,2757.78,0.0,0.0,923.99,9670.72
10259.0,48.98,4423.41,0.0,0.0,2163.0,2098.86,1143.16,0.0,64.0,32.0,0.0,1753.0,22.0,3769.98,15518.39
10280.0,33.989999999999995,3975.33,25.0,0.0,0.0,418.75,1216.69,0.0,353.88,0.0,40.0,0.0,0.0,5324.5599999999995,11388.2
10300.0,0.0,4024.03,340.0,277.0,2474.0,650.17,1546.2,0.0,653.0,0.0,45.9,710.0,0.0,4387.79,15108.09
10314.0,39.989999999999995,4477.72,411.0,149.0,195.0,598.08,1367.75,1509.0,454.0,224.0,22.82,112.0,0.0,6601.85,16162.210000000001
10320.0,108.97999999999999,4142.16,20.0,93.0,116.0,620.72,1503.09,0.0,421.0,0.0,50.0,392.0,5.0,4372.96,11844.91
10356.0,10.0,3348.49,5.0,182.0,0.0,2219.81,2992.95,0.0,131.0,0.0,2190.3,0.0,0.0,1057.49,12137.039999999999
10371.0,33.989999999999995,4138.57,0.0,0.0,0.0,2098.6,1478.44,0.0,350.88,0.0,7.27,47.0,324.0,6682.61,15161.36
10386.0,21.0,4531.14,399.0,110.0,2483.0,102.25,1193.7,0.0,45.0,0.0,44.73,982.0,0.0,1097.03,11008.85
10402.0,243.92,4541.73,611.0,177.0,2249.0,572.42,1608.23,928.0,110.0,0.0,2230.67,1050.0,0.0,1354.49,15676.46
10410.0,138.96999999999997,4077.03,0.0,63.0,52.0,607.93,1150.74,0.0,313.88,0.0,2719.02,718.0,0.0,953.63,10794.199999999999
10432.0,74.99,2987.0,0.0,1816.0,1460.0,534.37,2048.54,0.0,20.0,0.0,51.0,771.0,22.0,5968.27,15753.17
10442.0,105.97999999999999,3877.88,0.0,0.0,677.0,637.84,1478.99,0.0,728.0,46.0,85.46000000000001,0.0,272.0,1807.69,9716.84
10451.0,0.0,3885.42,0.0,194.0,134.0,586.1,1407.14,40.0,53.0,71.0,2588.2400000000002,121.0,0.0,1185.88,10265.780000000002
10454.0,24.99,3204.05,980.0,87.0,0.0,584.5,1516.06,0.0,629.88,31.0,2311.39,0.0,0.0,1107.66,10476.53
10464.0,74.99,3195.84,20.0,161.0,1393.0,21.6,1390.74,472.0,0.0,0.0,0.0,1590.0,0.0,1496.85,9816.02
10479.0,0.0,4666.73,0.0,36.0,2930.0,565.3199999999999,1990.45,0.0,102.0,0.0,70.0,778.0,17.0,3538.05,14693.55
10485.0,90.98,4755.14,0.0,172.0,273.0,2344.65,2271.2,0.0,885.88,0.0,2334.62,0.0,0.0,1214.84,14342.310000000001
10514.0,43.989999999999995,4281.97,570.0,1120.0,0.0,2048.0,1394.47,0.0,894.88,0.0,808.36,148.0,0.0,3588.31,14897.98
10520.0,12.0,4441.51,368.0,113.0,263.0,684.23,1897.74,0.0,5.0,0.0,2867.98,234.0,0.0,1128.68,12015.14
10521.0,71.99000000000001,3720.85,20.0,1074.0,0.0,113.04,1455.34,0.0,56.0,0.0,2658.52,399.0,0.0,1168.86,10737.6
10538.0,69.99000000000001,3745.33,5.0,1367.0,0.0,2015.78,1431.6,0.0,516.0,186.0,88.18,118.0,372.0,3607.71,13522.59
10572.0,83.97999999999999,4184.9,15.0,0.0,351.0,435.6,1803.87,0.0,481.0,0.0,18.0,110.0,0.0,1229.29,8712.64
10581.0,0.0,3152.73,425.0,33.0,0.0,2348.9,2241.44,0.0,64.0,602.0,11.0,57.0,0.0,5550.78,14485.849999999999
10586.0,69.98,3721.29,502.0,0.0,66.0,68.38,1566.31,0.0,23.0,0.0,21.0,186.0,369.0,3878.54,10471.5
10592.0,58.98,3904.58,40.0,152.0,77.0,654.28,2008.95,0.0,388.88,102.0,294.45,81.0,0.0,3312.19,11074.31
10605.0,49.98,3442.46,10.0,57.0,0.0,86.63,1668.09,0.0,389.88,0.0,55.0,0.0,0.0,2900.62,8659.66
10606.0,99.97999999999999,3960.79,17.0,21.0,1659.0,529.41,1456.19,131.0,543.0,0.0,0.0,799.0,20.0,3485.2999999999997,12721.67
10634.0,29.99,4387.09,561.0,0.0,0.0,628.4,1991.78,298.0,71.0,0.0,15.82,30.0,0.0,4123.14,12136.22
10636.0,29.99,4138.62,671.0,0.0,0.0,703.43,2330.85,579.0,7.0,0.0,54.46,99.0,0.0,6021.24,14634.589999999998
10641.0,54.98,3507.0,426.0,180.0,197.0,759.5,3393.03,209.0,51.0,0.0,463.0,0.0,0.0,3041.75,12282.26
10659.0,0.0,4340.69,424.0,0.0,2201.0,561.43,1351.56,1050.0,452.88,0.0,2589.23,1263.0,330.0,1275.19,15838.98
10693.0,33.98,3189.7,17.0,0.0,303.0,253.96,2444.52,0.0,14.0,68.0,41.36,0.0,393.0,3438.61,10197.13
10695.0,99.98,3741.05,0.0,1774.0,0.0,1989.7,1878.28,287.0,447.88,0.0,43.18,139.0,285.0,2516.61,13201.68
10696.0,58.980000000000004,4045.9,434.0,1432.0,2332.0,809.4,2729.32,0.0,23.0,0.0,84.08,573.0,0.0,4411.71,16933.39
10709.0,83.97999999999999,4363.98,763.0,105.0,541.0,2144.69,1694.8,0.0,425.0,1124.0,35.46,57.0,350.0,1650.82,13338.729999999998
10716.0,31.0,3658.43,20.0,0.0,2047.0,514.35,1572.52,0.0,340.88,1098.0,40.730000000000004,666.0,0.0,3972.2799999999997,13961.189999999999
10740.0,29.99,4131.53,355.0,73.0,63.0,688.03,1619.63,1351.0,705.0,0.0,470.0,0.0,15.0,1616.13,11117.310000000001
10743.0,8.99,4275.29,20.0,0.0,1863.0,601.79,1305.51,1108.0,587.88,1169.0,29.0,874.0,15.0,609.35,12466.81
10765.0,0.0,4003.7,0.0,0.0,1447.0,665.22,1533.46,0.0,64.0,88.0,400.0,1261.0,0.0,3814.27,13276.650000000001
10794.0,38.989999999999995,4427.58,23.0,58.0,63.0,740.0,2739.0,215.0,635.88,117.0,65.91,438.0,0.0,1540.95,11102.31
10813.0,0.0,4897.25,25.0,173.0,2090.0,2179.37,1472.83,0.0,344.88,131.0,0.0,1607.0,0.0,3073.33,15993.659999999998
10819.0,79.98,3105.14,0.0,151.0,182.0,891.78,2619.7,0.0,114.0,978.0,40.91,0.0,0.0,3688.29,11850.8
10826.0,70.97999999999999,4231.17,0.0,1814.0,0.0,2279.07,2405.13,0.0,24.0,0.0,2290.6,0.0,47.0,1059.77,14221.72
10855.0,109.97,4490.43,27.0,1844.0,668.0,695.39,1789.54,0.0,0.0,1075.0,15.45,0.0,0.0,1196.6100000000001,11911.390000000003
10866.0,108.99,3908.38,0.0,1886.0,3500.0,2157.56,1743.98,0.0,316.88,0.0,0.0,889.0,0.0,865.53,15376.319999999998
10913.0,12.0,5096.67,5.0,130.0,1727.0,676.3100000000001,1319.03,0.0,1008.88,0.0,361.91,1826.0,0.0,4482.97,16645.77
10937.0,29.99,4748.12,0.0,0.0,89.0,2032.98,1142.7,0.0,11.0,0.0,2893.58,123.0,0.0,1054.39,12124.759999999998
10944.0,143.97,3233.17,30.0,187.0,400.0,651.14,1131.7,216.0,10.0,0.0,2713.41,60.0,0.0,1013.86,9790.25
10963.0,0.0,3873.09,480.0,97.0,53.0,902.04,2158.52,0.0,328.0,0.0,0.0,68.0,143.0,1750.3700000000001,9853.02
10983.0,12.0,4534.74,488.0,1338.0,347.0,657.42,965.37,0.0,41.0,162.0,2134.59,0.0,0.0,1276.32,11956.44
11008.0,88.98,3673.0,20.0,0.0,0.0,596.3,1588.92,0.0,286.88,0.0,352.0,0.0,0.0,2036.68,8642.76
11012.0,58.99,4449.48,85.0,1193.0,160.0,402.98,2708.4,0.0,408.88,0.0,2255.82,97.0,60.0,1283.85,13163.399999999998
