Sender_Account_Num,R,F,M,importance_flag,cluster_label
13611,4,3,4,High,6
13613,4,3,4,High,5
13633,4,4,2,High,0
13677,4,3,4,High,1
13690,1,2,2,Low,5
13724,4,1,4,Mid,4
13738,4,1,2,Mid,9
13778,4,2,2,Mid,2
13798,4,4,2,High,2
13808,4,4,4,High,0
13822,1,2,1,Low,1
13824,1,1,1,Low,1
13865,4,3,1,High,5
13881,4,4,2,High,2
13886,4,2,2,Mid,1
13903,4,1,2,Mid,3
13904,1,3,1,Low,6
13927,4,2,1,Mid,1
13944,1,3,2,Low,7
13977,4,2,2,Mid,4
13991,4,2,3,High,4
13993,1,1,1,Low,3
14032,4,3,1,High,1
14036,4,1,4,Mid,3
14040,4,4,2,High,0
14069,4,4,3,High,0
14073,4,2,4,High,5
14074,4,1,1,Mid,1
14084,4,1,2,Mid,4
14097,4,1,1,Mid,7
14101,4,3,2,High,2
14124,4,3,4,High,5
14135,1,3,1,Low,9
14139,4,3,3,High,4
14147,1,3,2,Low,8
14154,4,2,1,Mid,4
14160,4,4,4,High,2
14167,4,2,3,High,4
14179,1,2,1,Low,1
14190,4,3,1,High,2
14202,4,3,3,High,1
14214,4,4,4,High,2
14243,4,1,2,Mid,5
14270,4,1,3,Mid,5
14272,4,4,2,High,6
14277,4,4,4,High,5
14289,4,4,4,High,0
14326,4,1,4,Mid,3
14345,4,2,4,High,1
14358,1,3,3,Low,2
14360,1,2,2,Low,5
14362,4,1,1,Mid,1
14372,4,2,1,Mid,7
14388,1,1,1,Low,5
14420,4,4,2,High,8
14424,4,3,4,High,2
14426,4,3,1,High,4
14446,4,1,1,Mid,9
14448,1,2,2,Low,1
14452,1,1,3,Low,3
14458,4,3,2,High,3
14460,4,4,1,High,2
14467,4,4,2,High,0
14468,1,1,3,Low,1
14496,4,2,3,High,3
14500,4,1,1,Mid,1
14506,4,1,2,Mid,1
14520,1,1,4,Low,4
14527,4,2,3,High,10
14534,4,2,1,Mid,9
14543,4,3,1,High,9
14547,1,1,2,Low,4
14556,4,4,4,High,0
14563,4,4,3,High,1
14577,4,4,3,High,2
14582,4,3,2,High,3
14590,4,1,4,Mid,1
14593,4,4,2,High,0
14598,1,2,4,Low,1
14601,4,3,1,High,2
14611,1,1,1,Low,3
14634,4,3,3,High,3
14662,4,3,3,High,8
14685,1,1,1,Low,1
14692,4,2,1,Mid,9
14697,4,1,3,Mid,1
14724,4,2,1,Mid,1
14749,4,1,2,Mid,1
14754,4,4,4,High,0
14769,4,3,3,High,2
14788,4,4,1,High,0
14793,1,1,1,Low,7
14837,4,4,1,High,0
14845,4,1,2,Mid,1
14850,1,3,4,Low,3
14865,1,3,3,Low,3
14867,1,1,2,Low,4
14877,4,4,4,High,2
14879,4,4,4,High,8
14894,1,1,3,Low,3
14899,1,3,1,Low,10
14913,4,4,4,High,2
14918,4,2,4,High,2
14929,4,1,2,Mid,1
14930,1,1,4,Low,5
14935,4,3,1,High,0
14955,4,3,4,High,2
14995,1,1,3,Low,3
15063,4,1,4,Mid,1
15078,4,3,1,High,0
15083,4,4,3,High,8
15086,4,3,2,High,7
15132,4,1,4,Mid,2
15135,1,1,2,Low,5
15148,4,4,3,High,3
15165,4,4,2,High,8
15169,1,2,4,Low,2
15171,4,1,1,Mid,9
15173,4,2,1,Mid,2
15184,4,3,3,High,3
15197,4,4,4,High,0
15214,4,3,4,High,1
15219,4,2,1,Mid,7
15239,4,4,3,High,8
15240,4,3,2,High,2
15250,4,3,4,High,9
15258,4,4,4,High,0
15264,4,3,3,High,1
15265,1,3,4,Low,3
15274,4,4,1,High,2
15277,4,3,1,High,1
15315,4,1,1,Mid,4
15320,4,4,3,High,8
15343,4,1,1,Mid,1
15347,4,3,2,High,2
15350,4,3,4,High,3
15353,4,3,4,High,3
15354,4,4,3,High,2
15377,4,1,1,Mid,1
15381,4,1,1,Mid,2
15382,4,2,3,High,1
15387,4,2,4,High,3
15393,4,1,2,Mid,3
15400,1,1,1,Low,4
15418,4,4,3,High,2
15424,1,2,2,Low,3
15431,1,1,1,Low,4
15438,4,3,2,High,2
15444,4,3,1,High,4
15454,4,2,3,High,2
15460,4,1,4,Mid,1
15468,4,4,2,High,2
15471,4,4,2,High,5
15483,4,2,4,High,2
15501,4,3,1,High,1
15515,4,2,3,High,1
15538,4,2,1,Mid,3
15550,4,3,3,High,4
15575,1,1,4,Low,2
15585,1,3,4,Low,3
15597,1,3,2,Low,10
15613,4,3,2,High,2
15618,4,4,2,High,2
15629,4,2,2,Mid,2
15633,4,2,2,Mid,8
15663,4,4,4,High,2
15711,4,4,3,High,8
15717,4,3,4,High,0
15730,4,2,2,Mid,7
15737,1,3,4,Low,3
15738,4,1,1,Mid,1
15788,4,2,4,High,1
15823,4,4,4,High,0
15829,4,4,1,High,4
15838,4,3,3,High,0
15867,1,3,4,Low,8
15880,4,2,2,Mid,4
15896,4,4,3,High,2
15911,4,4,3,High,5
15929,4,4,3,High,8
15935,4,4,4,High,8
15938,4,2,4,High,4
15944,4,4,2,High,0
15952,1,2,2,Low,7
15954,4,1,4,Mid,10
15964,4,1,3,Mid,9
15975,4,4,3,High,8
16004,1,2,4,Low,5
16006,4,3,4,High,5
16007,4,4,4,High,0
16015,4,2,4,High,3
16016,4,4,3,High,3
16019,4,1,3,Mid,3
16020,4,2,2,Mid,9
16029,4,3,4,High,7
16034,4,4,3,High,2
16056,4,3,3,High,7
16066,4,3,2,High,4
16070,1,1,1,Low,5
16105,4,3,1,High,2
16128,1,3,4,Low,3
16133,4,2,4,High,9
16141,4,3,3,High,5
16155,4,4,3,High,5
16183,4,1,1,Mid,9
16187,4,4,2,High,0
16192,4,1,2,Mid,3
16210,4,4,2,High,2
16213,1,2,1,Low,5
16216,4,2,4,High,3
16246,4,3,3,High,1
16247,4,3,1,High,0
16249,4,4,1,High,0
16257,1,3,3,Low,3
16272,4,2,3,High,4
16274,4,2,2,Mid,3
16275,4,4,3,High,0
16287,4,1,2,Mid,2
16291,4,4,2,High,2
16299,4,4,2,High,8
16306,4,2,3,High,2
16308,1,1,3,Low,9
16318,4,4,4,High,0
16334,4,1,2,Mid,5
16338,1,1,1,Low,1
16339,1,2,3,Low,3
16357,4,3,1,High,1
16365,4,2,1,Mid,7
16367,4,2,2,Mid,1
16392,4,3,2,High,2
16401,4,4,4,High,5
16406,1,1,2,Low,4
16414,4,2,3,High,8
16419,4,2,1,Mid,10
16425,4,2,3,High,10
16429,4,1,4,Mid,3
16444,4,1,3,Mid,1
16464,1,3,2,Low,5
16468,4,2,2,Mid,7
16469,4,3,3,High,3
16475,4,2,2,Mid,7
16503,4,3,1,High,2
16506,4,4,4,High,0
16509,4,2,4,High,3
16523,1,1,3,Low,4
16532,4,1,2,Mid,3
16539,1,1,4,Low,7
16544,4,3,2,High,10
16546,4,2,3,High,3
16588,4,4,2,High,8
16601,1,2,2,Low,4
16615,1,1,1,Low,5
16616,4,2,1,Mid,4
16634,4,2,4,High,4
16638,1,1,1,Low,3
16647,1,1,1,Low,1
16649,1,2,1,Low,1
16652,1,1,1,Low,2
16689,4,2,2,Mid,3
16698,4,3,4,High,1
16706,4,3,4,High,1
16709,4,4,1,High,0
16715,4,2,2,Mid,5
16731,4,4,3,High,8
16739,4,4,3,High,0
16751,4,4,1,High,0
16753,4,4,3,High,8
16779,4,3,3,High,3
16784,4,4,3,High,0
16801,4,2,1,Mid,9
16802,4,3,2,High,4
16817,4,4,2,High,0
16826,4,1,2,Mid,3
16834,4,3,1,High,6
16870,4,2,2,Mid,2
16882,1,1,1,Low,1
16902,1,3,2,Low,4
16907,4,2,4,High,4
16913,4,1,2,Mid,1
16918,4,4,3,High,2
16941,1,1,2,Low,4
16944,4,4,3,High,0
16952,4,2,4,High,2
16986,4,3,3,High,3
16993,4,4,1,High,0
16997,4,2,2,Mid,8
17004,4,3,1,High,9
17016,4,4,2,High,4
17025,4,3,1,High,1
17027,4,4,2,High,8
17034,1,4,1,Mid,0
17041,4,4,1,High,0
17052,4,4,1,High,0
17056,4,1,3,Mid,1
17057,4,2,4,High,1
17089,4,4,4,High,0
17098,4,1,1,Mid,4
17127,4,1,3,Mid,1
17130,4,2,1,Mid,1
17137,4,3,2,High,4
17143,4,1,2,Mid,7
17151,4,4,4,High,6
17155,1,3,3,Low,3
17158,4,4,1,High,0
17161,4,3,1,High,1
17163,4,3,3,High,3
17169,4,3,4,High,3
17181,4,2,3,High,3
17185,4,3,2,High,3
17191,4,3,1,High,1
17195,4,1,3,Mid,5
17196,1,1,1,Low,9
17210,1,1,1,Low,4
17213,4,2,2,Mid,3
17225,4,3,4,High,7
17231,4,2,2,Mid,1
17243,4,1,1,Mid,1
17256,1,2,3,Low,10
17259,4,2,4,High,7
17267,4,2,1,Mid,4
17276,4,3,3,High,2
17287,4,2,4,High,3
17291,1,2,4,Low,1
17294,4,2,3,High,1
17311,1,2,3,Low,2
17323,4,2,4,High,2
17328,4,4,2,High,2
17360,4,2,1,Mid,9
17379,4,3,4,High,5
17382,4,4,1,High,0
17383,1,2,1,Low,1
17397,1,1,2,Low,3
17398,4,4,4,High,8
17413,4,2,1,Mid,1
17419,4,4,4,High,8
17424,4,2,4,High,4
17427,1,1,1,Low,1
17434,4,4,1,High,9
17443,1,3,3,Low,1
17467,1,2,4,Low,4
17469,4,1,3,Mid,3
17479,4,4,3,High,0
17487,4,3,1,High,9
17517,4,1,4,Mid,1
17526,4,4,2,High,2
17528,4,3,4,High,9
17539,4,2,1,Mid,4
17555,4,4,3,High,0
17569,4,1,1,Mid,1
17608,4,4,2,High,2
17613,4,2,4,High,4
17622,4,4,2,High,0
17624,4,4,2,High,0
17647,1,2,2,Low,3
17662,4,4,4,High,0
17670,1,1,2,Low,5
17679,1,1,1,Low,7
17682,1,2,1,Low,1
17707,4,4,3,High,8
17717,4,4,2,High,8
17730,4,3,3,High,5
17735,4,2,1,Mid,8
17741,4,4,4,High,8
17744,4,4,2,High,4
17750,4,4,4,High,7
17756,4,3,4,High,4
17761,4,3,2,High,1
17763,4,4,2,High,8
17765,1,3,2,Low,5
17769,4,4,2,High,3
17781,4,4,4,High,0
17794,4,2,1,Mid,9
17813,4,4,4,High,5
17830,4,1,2,Mid,3
17844,4,3,2,High,5
17857,4,4,3,High,8
17884,4,2,3,High,5
17905,4,1,1,Mid,1
17938,4,3,2,High,2
17946,4,4,3,High,6
17947,4,3,3,High,6
17977,1,1,1,Low,1
18035,4,4,2,High,2
18041,1,2,2,Low,4
18057,1,1,1,Low,1
18061,4,3,3,High,1
18075,1,2,3,Low,1
18105,4,2,2,Mid,7
18107,1,2,3,Low,8
18114,4,3,3,High,3
18116,4,1,4,Mid,3
18142,4,3,4,High,7
18153,4,4,3,High,8
18161,4,1,2,Mid,8
18164,4,3,3,High,3
18168,1,2,3,Low,2
18179,1,2,3,Low,1
18195,4,1,1,Mid,3
18199,4,4,2,High,0
18208,4,4,4,High,8
18219,4,4,4,High,6
18252,4,1,1,Mid,4
18328,4,1,4,Mid,3
18351,4,1,1,Mid,2
18353,4,1,1,Mid,2
18358,1,1,1,Low,1
18364,1,1,4,Low,4
18365,4,2,4,High,5
18399,4,3,3,High,5
18402,1,3,4,Low,1
18405,4,4,2,High,2
18430,1,1,2,Low,3
18472,4,4,4,High,6
18488,4,4,4,High,9
18495,4,1,1,Mid,7
18520,4,3,4,High,5
18528,4,4,3,High,7
18538,1,2,2,Low,3
18545,4,2,3,High,3
18555,4,4,2,High,0
18595,4,4,4,High,3
18602,4,4,4,High,0
18604,4,1,1,Mid,8
18634,4,4,3,High,0
18640,4,2,4,High,3
18648,4,1,3,Mid,10
18654,4,2,3,High,6
18666,4,4,1,High,0
18690,4,2,4,High,4
18732,4,3,1,High,4
18754,4,3,1,High,7
18758,4,4,2,High,4
18761,4,2,1,Mid,1
18788,4,3,2,High,9
18793,4,3,1,High,7
18802,1,1,4,Low,7
18827,4,2,4,High,5
18834,4,1,3,Mid,1
18836,4,3,2,High,7
18840,4,3,1,High,1
18852,4,4,3,High,5
18858,1,2,2,Low,10
18860,4,4,4,High,0
18865,4,4,3,High,8
18881,4,4,1,High,2
18882,4,4,1,High,0
18909,4,3,1,High,1
18928,4,4,4,High,9
18945,4,3,4,High,4
18981,1,1,1,Low,4
18986,4,3,4,High,8
18987,1,1,1,Low,1
18993,4,1,2,Mid,1
19005,4,1,1,Mid,7
19014,4,2,2,Mid,4
19015,4,3,2,High,1
19027,4,3,4,High,2
19036,4,1,1,Mid,7
19071,4,3,3,High,1
19079,1,2,2,Low,2
19093,4,2,2,Mid,3
19124,4,1,4,Mid,1
19131,4,1,4,Mid,6
19143,4,3,2,High,5
19147,4,1,2,Mid,1
19183,4,3,2,High,5
19185,1,2,1,Low,9
19195,4,2,3,High,5
19206,4,3,4,High,7
19207,4,4,1,High,0
19212,4,3,2,High,7
19214,4,4,2,High,0
19236,1,1,2,Low,3
19245,4,4,3,High,8
19255,4,2,4,High,3
19268,4,3,1,High,5
19305,4,2,4,High,5
19316,4,1,2,Mid,1
19322,4,4,4,High,0
19325,4,2,1,Mid,9
19327,4,3,2,High,4
19328,1,2,2,Low,4
19369,4,3,1,High,2
19370,4,4,3,High,2
19388,4,2,4,High,3
19399,4,3,3,High,3
19407,4,1,2,Mid,3
19413,1,1,1,Low,10
19425,1,1,4,Low,3
19429,4,4,2,High,2
19441,4,1,4,Mid,5
19481,4,3,4,High,8
19486,4,1,1,Mid,9
19489,4,1,4,Mid,5
19491,1,1,1,Low,6
19519,4,4,2,High,2
19533,4,4,4,High,8
19545,4,4,2,High,0
19553,4,1,1,Mid,3
19561,4,3,1,High,3
19566,4,3,2,High,4
19570,4,3,2,High,9
19572,1,1,4,Low,1
19589,4,1,4,Mid,3
19596,1,1,1,Low,1
19608,4,3,2,High,2
19613,4,2,1,Mid,4
19633,4,3,3,High,0
19641,4,3,2,High,6
19668,4,1,1,Mid,4
19672,4,3,3,High,8
19676,4,3,1,High,0
19680,1,3,1,Low,9
19744,4,4,1,High,0
19757,4,1,1,Mid,2
19758,4,4,3,High,0
19761,4,4,4,High,0
19785,4,3,4,High,7
19810,4,4,4,High,3
19816,4,4,2,High,2
19818,1,1,1,Low,4
19841,4,4,2,High,5
19878,4,4,3,High,2
19884,4,4,2,High,0
19900,4,1,1,Mid,1
19907,4,2,1,Mid,2
19927,1,1,1,Low,1
19928,4,4,4,High,8
19936,4,3,2,High,3
19947,4,4,1,High,0
19949,4,3,4,High,2
19950,4,4,3,High,5
19952,4,4,4,High,2
19954,4,1,4,Mid,3
19964,1,1,4,Low,2
19990,4,1,2,Mid,4
19993,4,4,3,High,0
20003,4,3,3,High,2
20004,4,2,4,High,1
20005,4,4,1,High,0
20011,4,3,1,High,1
20017,4,4,4,High,6
20029,1,3,2,Low,4
20050,4,1,4,Mid,4
20063,4,1,2,Mid,1
20076,4,3,3,High,6
20089,4,4,1,High,0
20099,1,3,2,Low,2
20100,4,4,2,High,0
20130,4,2,1,Mid,1
20133,4,3,1,High,0
20145,4,1,1,Mid,6
20147,4,4,1,High,0
20148,4,2,3,High,4
20164,4,3,4,High,1
20186,1,1,2,Low,4
20191,4,1,1,Mid,1
20197,4,2,4,High,1
20207,4,1,2,Mid,1
20251,4,4,4,High,9
20253,4,3,2,High,1
20304,4,4,1,High,0
20339,4,3,3,High,2
20381,4,2,3,High,4
20388,4,3,3,High,3
20424,4,3,2,High,6
20431,4,4,1,High,0
20434,1,3,1,Low,5
20449,1,1,2,Low,3
20486,4,1,2,Mid,3
20500,4,1,1,Mid,3
20502,4,2,3,High,8
20505,4,4,2,High,8
20510,4,2,1,Mid,9
20514,4,1,1,Mid,5
20568,4,4,3,High,8
20575,4,3,3,High,3
20576,4,3,4,High,3
20577,4,2,1,Mid,1
20594,4,3,1,High,0
20597,4,3,3,High,3
20610,1,1,4,Low,1
20639,1,2,4,Low,5
20652,4,2,4,High,7
20661,4,3,3,High,4
20669,4,1,1,Mid,7
20710,4,3,4,High,3
20724,4,3,3,High,0
20725,4,1,1,Mid,1
20726,4,4,4,High,8
20729,4,3,1,High,5
20746,1,1,2,Low,1
20755,4,2,2,Mid,1
20756,4,4,3,High,5
20757,1,2,4,Low,3
20764,4,4,1,High,0
20769,4,1,2,Mid,3
20770,4,2,2,Mid,2
20772,4,4,1,High,0
20786,1,2,3,Low,3
20790,4,1,2,Mid,1
20791,4,4,4,High,2
20801,4,4,3,High,8
20804,4,4,2,High,8
20815,4,3,4,High,0
20818,4,4,4,High,2
20823,4,3,3,High,9
20833,1,1,1,Low,4
20840,4,3,2,High,7
20841,4,3,2,High,5
20847,4,3,4,High,2
20911,1,3,2,Low,4
20912,4,3,2,High,1
20916,4,2,2,Mid,3
20921,4,3,3,High,3
20923,4,2,1,Mid,7
20952,4,3,3,High,5
20955,4,2,3,High,3
20957,4,4,4,High,6
20965,4,2,4,High,9
20980,4,2,1,Mid,2
20981,4,4,3,High,2
20984,4,4,3,High,8
21000,4,3,1,High,4
21006,4,4,4,High,5
21007,4,1,2,Mid,3
21015,4,2,4,High,7
21016,1,1,3,Low,1
21021,4,1,3,Mid,7
21025,4,2,3,High,5
21066,4,4,1,High,2
21075,4,4,3,High,0
21087,4,3,4,High,3
21088,1,3,2,Low,8
21101,4,4,4,High,0
21112,4,3,1,High,9
21153,4,3,1,High,10
21159,4,2,1,Mid,2
21164,4,4,3,High,3
21174,4,3,4,High,3
21177,4,1,2,Mid,9
21178,4,1,1,Mid,4
21206,4,3,4,High,9
21222,4,4,3,High,5
21230,4,3,3,High,3
21237,1,2,2,Low,7
21278,4,2,1,Mid,10
21299,4,1,2,Mid,1
21321,4,4,3,High,8
21327,1,1,2,Low,9
21353,4,3,2,High,3
21368,4,2,1,Mid,4
21370,1,1,2,Low,1
21382,4,2,4,High,9
21385,4,4,3,High,0
21389,1,1,4,Low,3
21435,4,3,2,High,4
21496,4,4,3,High,2
21507,4,4,3,High,5
21515,1,2,2,Low,7
21532,4,4,3,High,2
21555,4,3,2,High,7
21563,4,4,3,High,2
21568,4,2,2,Mid,6
21573,4,2,3,High,3
21575,1,2,4,Low,5
21583,4,4,2,High,5
21586,4,2,2,Mid,3
21593,4,3,3,High,2
21603,4,4,2,High,5
21618,4,4,3,High,0
21631,4,3,1,High,7
21655,4,3,2,High,2
21667,4,4,2,High,8
21686,4,4,1,High,0
21718,4,1,1,Mid,1
21725,1,1,1,Low,3
21727,4,3,4,High,7
21772,1,1,4,Low,3
21775,1,1,2,Low,4
21781,4,1,2,Mid,4
21802,1,3,2,Low,3
21822,4,2,4,High,5
21826,4,3,3,High,4
21835,4,2,3,High,3
21859,4,4,3,High,2
21887,4,1,1,Mid,8
21890,4,2,1,Mid,1
21920,4,4,3,High,7
21921,4,1,4,Mid,1
21922,4,4,3,High,0
21928,4,4,3,High,8
21937,4,4,2,High,0
21949,4,3,4,High,3
21960,4,3,3,High,2
21987,4,3,3,High,5
21992,4,2,3,High,2
22009,1,1,1,Low,3
22016,4,2,1,Mid,1
22020,4,4,1,High,0
22021,4,2,1,Mid,4
22026,4,3,4,High,2
22033,4,4,2,High,0
22035,4,1,4,Mid,5
22044,4,3,2,High,9
22078,4,1,1,Mid,2
22085,4,2,1,Mid,1
22106,4,4,1,High,2
22121,4,4,3,High,0
22141,4,3,3,High,4
22148,4,2,1,Mid,4
22149,1,1,4,Low,6
22181,4,3,4,High,9
22188,4,4,2,High,0
22222,4,2,4,High,5
22228,4,4,4,High,0
22229,4,3,2,High,8
22245,4,4,4,High,2
22253,1,3,1,Low,1
22275,4,4,2,High,5
22291,4,4,2,High,2
22299,4,4,4,High,0
22305,4,2,1,Mid,1
22314,4,4,1,High,8
22315,4,3,2,High,1
22328,1,1,3,Low,1
22336,4,4,3,High,0
22345,4,1,2,Mid,4
22351,1,2,1,Low,1
22362,1,1,1,Low,9
22368,4,1,3,Mid,3
22382,1,1,1,Low,1
22418,4,4,4,High,2
22425,4,4,3,High,5
22429,4,1,3,Mid,4
22432,4,1,3,Mid,7
22482,1,1,1,Low,2
22483,1,1,1,Low,4
22503,1,2,2,Low,3
22506,4,4,1,High,5
22520,4,4,1,High,0
22540,4,2,4,High,7
22554,4,2,1,Mid,9
22567,4,3,1,High,0
22598,4,3,3,High,0
22607,1,3,4,Low,3
22622,4,4,4,High,0
22627,4,1,4,Mid,4
22629,4,2,4,High,6
22683,1,1,4,Low,3
22725,4,4,3,High,8
22741,4,4,4,High,8
22749,4,4,3,High,5
22751,4,1,1,Mid,1
22778,4,1,4,Mid,4
22786,1,1,3,Low,4
22814,4,4,2,High,2
22824,4,4,3,High,8
22828,1,2,1,Low,1
22835,4,3,2,High,1
22848,4,1,4,Mid,1
22849,4,2,2,Mid,3
22861,4,4,2,High,0
22871,4,4,4,High,0
22873,4,3,2,High,2
22877,4,4,3,High,8
22884,1,2,3,Low,3
22916,4,2,3,High,5
22917,4,4,1,High,5
22937,1,1,1,Low,4
22950,4,3,2,High,10
22976,4,2,4,High,5
22984,4,3,2,High,2
22985,4,1,4,Mid,5
23000,4,4,1,High,0
23004,4,3,3,High,3
23007,4,2,1,Mid,4
23010,4,2,4,High,5
23019,4,4,2,High,0
23029,1,2,2,Low,4
23047,4,1,4,Mid,3
23056,1,1,2,Low,5
23067,1,3,2,Low,8
23076,4,4,4,High,0
23078,4,2,2,Mid,9
23086,4,4,2,High,1
23090,1,1,3,Low,4
23110,4,3,1,High,4
23119,4,2,2,Mid,4
23130,4,2,2,Mid,4
23145,4,4,4,High,2
23151,4,3,4,High,3
23162,4,1,2,Mid,1
23181,4,4,4,High,6
23185,4,2,2,Mid,5
23192,1,1,1,Low,7
23229,4,2,2,Mid,4
23230,4,1,3,Mid,3
23234,4,4,3,High,0
23240,4,1,1,Mid,4
23265,4,3,4,High,7
23275,4,4,2,High,0
23290,1,3,3,Low,6
23296,4,4,4,High,5
23298,1,1,4,Low,3
23306,1,1,2,Low,4
23311,1,1,2,Low,6
23314,1,2,2,Low,4
23329,4,2,2,Mid,1
23336,4,1,1,Mid,10
23348,1,1,4,Low,5
23369,4,4,1,High,2
23387,4,3,2,High,2
23393,4,2,1,Mid,2
23425,4,3,4,High,3
23428,4,3,2,High,3
23437,4,1,3,Mid,1
23448,4,2,2,Mid,4
23456,4,2,4,High,5
23466,4,1,1,Mid,1
23479,4,2,2,Mid,2
23486,4,2,2,Mid,3
23502,4,4,3,High,0
23514,4,2,1,Mid,2
23521,4,4,1,High,0
23546,4,2,1,Mid,5
23561,4,4,4,High,2
23572,4,2,1,Mid,7
23579,4,2,2,Mid,3
23585,4,4,2,High,0
23590,4,1,4,Mid,3
23598,4,4,3,High,3
23607,4,2,1,Mid,7
23612,4,2,1,Mid,1
23613,4,2,4,High,9
23625,4,1,4,Mid,4
23637,4,3,3,High,2
23652,4,3,1,High,5
23671,4,3,4,High,4
23685,4,1,4,Mid,1
23700,1,1,3,Low,7
23706,4,1,1,Mid,1
23714,4,4,4,High,3
23718,4,4,3,High,2
23727,4,4,2,High,0
23733,4,4,3,High,2
23740,4,2,2,Mid,4
23748,4,4,3,High,6
23754,4,2,2,Mid,5
23776,4,3,2,High,7
23782,4,1,4,Mid,6
23793,4,1,3,Mid,8
23805,4,1,3,Mid,4
23819,4,3,2,High,7
23824,4,3,2,High,6
23836,4,2,1,Mid,2
23839,4,3,4,High,8
23846,4,3,4,High,9
23849,4,3,1,High,6
23866,4,2,1,Mid,3
23872,4,3,3,High,2
23883,4,3,2,High,4
23896,4,3,1,High,7
23906,4,2,3,High,2
23907,1,2,1,Low,1
23909,1,1,1,Low,4
23936,4,1,2,Mid,2
23951,4,3,3,High,9
23958,4,2,2,Mid,2
23969,4,3,1,High,2
23970,4,4,3,High,8
23972,4,1,3,Mid,4
23978,4,3,1,High,10
23981,4,4,3,High,5
23982,4,4,2,High,3
23991,4,2,3,High,7
24009,4,4,1,High,0
24013,4,3,3,High,4
24024,1,1,2,Low,2
24030,4,4,2,High,8
24032,4,1,3,Mid,1
24033,4,4,1,High,0
24035,4,4,1,High,0
24053,4,1,1,Mid,1
24059,1,1,1,Low,1
24095,4,4,2,High,5
24110,4,1,1,Mid,6
24112,1,1,1,Low,7
24128,4,2,3,High,8
24138,4,2,2,Mid,3
24185,4,3,3,High,1
24186,4,1,2,Mid,1
24193,4,3,2,High,4
24198,4,4,3,High,8
24202,4,4,1,High,0
24211,1,3,4,Low,1
24217,1,1,4,Low,7
24221,4,2,4,High,7
24223,4,1,2,Mid,3
24230,4,4,3,High,8
24232,4,3,2,High,1
24237,4,2,3,High,2
24247,4,4,3,High,0
24252,4,4,4,High,0
24254,4,3,4,High,3
24271,4,3,2,High,1
24278,4,3,2,High,9
24291,4,1,3,Mid,4
24301,4,2,2,Mid,9
24343,4,4,3,High,8
24365,4,3,3,High,3
24375,4,3,1,High,8
24380,4,1,4,Mid,7
24398,4,1,2,Mid,4
24441,4,4,1,High,0
24449,4,2,3,High,3
24469,4,4,4,High,5
24475,4,2,3,High,4
24476,1,2,3,Low,3
24495,1,1,2,Low,10
24515,4,1,2,Mid,3
24540,4,3,2,High,2
24544,4,2,1,Mid,7
24547,4,2,3,High,3
24570,4,2,2,Mid,6
24571,4,3,3,High,6
24575,4,4,2,High,2
24576,4,2,2,Mid,3
24592,4,3,4,High,2
24600,4,4,2,High,2
24602,4,3,3,High,7
24606,4,2,4,High,5
24618,4,4,3,High,2
24629,4,1,1,Mid,3
24639,4,2,3,High,3
24641,4,2,1,Mid,1
24658,4,3,3,High,3
24663,4,4,1,High,0
24676,4,3,4,High,3
24677,4,1,1,Mid,2
24689,1,1,3,Low,4
24698,4,4,2,High,0
24714,4,4,3,High,0
24719,4,4,2,High,0
24726,4,2,2,Mid,1
24731,4,4,3,High,0
24733,4,3,3,High,1
24739,4,3,1,High,0
24753,4,4,4,High,8
24757,4,4,3,High,0
24760,1,1,1,Low,3
24766,4,3,2,High,5
24778,4,2,1,Mid,4
24787,4,2,4,High,1
24796,4,1,1,Mid,9
24803,4,4,4,High,5
24815,4,4,4,High,2
24831,4,1,3,Mid,2
24842,4,4,1,High,0
24848,4,3,4,High,6
24849,1,2,4,Low,1
24860,4,1,4,Mid,4
24867,4,3,4,High,4
24882,4,4,2,High,0
24889,1,1,2,Low,4
24890,4,3,1,High,2
24903,4,2,3,High,7
24920,4,1,3,Mid,1
24931,4,2,3,High,4
24954,4,4,3,High,2
24960,4,4,3,High,8
24964,4,3,4,High,1
24966,1,1,4,Low,3
24988,4,1,1,Mid,3
24990,4,3,3,High,2
25011,1,3,4,Low,5
25015,4,4,4,High,5
25032,1,3,2,Low,5
25040,4,2,2,Mid,3
25046,4,4,3,High,5
25050,4,1,2,Mid,1
25080,4,1,2,Mid,1
25093,4,2,2,Mid,5
25097,4,2,2,Mid,1
25098,4,2,4,High,2
25106,4,3,2,High,4
25115,4,1,1,Mid,1
25117,4,3,2,High,3
25120,4,3,2,High,3
25125,4,2,1,Mid,6
25153,4,1,4,Mid,7
25155,1,1,1,Low,7
25162,1,1,3,Low,3
25168,4,3,2,High,1
25185,4,2,1,Mid,7
25192,4,3,1,High,9
25198,1,1,3,Low,1
25202,1,2,3,Low,1
25209,4,1,3,Mid,5
25210,4,3,1,High,1
25212,4,4,3,High,0
25219,4,2,3,High,7
25233,1,1,4,Low,4
25240,4,3,3,High,8
25253,4,4,3,High,0
25286,4,4,3,High,2
25304,4,4,3,High,0
25305,4,3,4,High,3
25307,4,3,4,High,5
25330,4,3,4,High,8
25361,4,3,4,High,8
25362,4,3,1,High,9
25365,4,3,1,High,5
25399,4,1,2,Mid,3
25412,4,3,2,High,7
25415,4,4,3,High,2
25429,4,4,1,High,9
25450,4,3,4,High,1
25451,4,4,1,High,0
25453,4,1,3,Mid,9
25480,4,4,4,High,8
