Sender_Account_Num,rfm_score,importance_flag
23234,443,High
23240,411,Mid
23265,434,High
23275,442,High
23290,133,Low
23296,444,High
23298,114,Low
23306,112,Low
23311,112,Low
23314,122,Low
23329,422,Mid
23336,411,Mid
23348,114,Low
23369,441,High
23387,432,High
23393,421,Mid
23425,434,High
23428,432,High
23437,413,Mid
23448,422,Mid
23456,424,High
23466,411,Mid
23479,422,Mid
23486,422,Mid
23502,443,High
23514,421,Mid
23521,441,High
23546,421,Mid
23561,444,High
23572,421,Mid
23579,422,Mid
23585,442,High
23590,414,Mid
23598,443,High
23607,421,Mid
23612,421,Mid
23613,424,High
23625,414,Mid
23637,433,High
23652,431,High
23671,434,High
23685,414,Mid
23700,113,Low
23706,411,Mid
23714,444,High
23718,443,High
23727,442,High
23733,443,High
23740,422,Mid
23748,443,High
23754,422,Mid
23776,432,High
23782,414,Mid
23793,413,Mid
23805,413,Mid
23819,432,High
23824,432,High
23836,421,Mid
23839,434,High
23846,434,High
23849,431,High
23866,421,Mid
23872,433,High
23883,432,High
23896,431,High
23906,423,High
23907,121,Low
23909,111,Low
23936,412,Mid
23951,433,High
23958,422,Mid
23969,431,High
23970,443,High
23972,413,Mid
23978,431,High
23981,443,High
23982,442,High
23991,423,High
24009,441,High
24013,433,High
24024,112,Low
24030,442,High
24032,413,Mid
24033,441,High
24035,441,High
24053,411,Mid
24059,111,Low
24095,442,High
24110,411,Mid
24112,111,Low
24128,423,High
24138,422,Mid
24185,433,High
24186,412,Mid
24193,432,High
24198,443,High
24202,441,High
24211,134,Low
24217,114,Low
24221,424,High
24223,412,Mid
24230,443,High
24232,432,High
24237,423,High
24247,443,High
24252,444,High
24254,434,High
24271,432,High
24278,432,High
24291,413,Mid
24301,422,Mid
24343,443,High
24365,433,High
24375,431,High
24380,414,Mid
24398,412,Mid
24441,441,High
24449,423,High
24469,444,High
24475,423,High
24476,123,Low
24495,112,Low
24515,412,Mid
24540,432,High
24544,421,Mid
24547,423,High
24570,422,Mid
24571,433,High
24575,442,High
24576,422,Mid
24592,434,High
24600,442,High
24602,433,High
24606,424,High
24618,443,High
24629,411,Mid
24639,423,High
24641,421,Mid
24658,433,High
24663,441,High
24676,434,High
24677,411,Mid
24689,113,Low
24698,442,High
24714,443,High
24719,442,High
24726,422,Mid
24731,443,High
24733,433,High
24739,431,High
24753,444,High
24757,443,High
24760,111,Low
24766,432,High
24778,421,Mid
24787,424,High
24796,411,Mid
24803,444,High
24815,444,High
24831,413,Mid
24842,441,High
24848,434,High
24849,124,Low
24860,414,Mid
24867,434,High
24882,442,High
24889,112,Low
24890,431,High
24903,423,High
24920,413,Mid
24931,423,High
24954,443,High
24960,443,High
24964,434,High
24966,114,Low
24988,411,Mid
24990,433,High
25011,134,Low
25015,444,High
25032,132,Low
25040,422,Mid
25046,443,High
25050,412,Mid
25080,412,Mid
25093,422,Mid
25097,422,Mid
25098,424,High
25106,432,High
25115,411,Mid
25117,432,High
25120,432,High
25125,421,Mid
25153,414,Mid
25155,111,Low
25162,113,Low
25168,432,High
25185,421,Mid
25192,431,High
25198,113,Low
25202,123,Low
25209,413,Mid
25210,431,High
25212,443,High
25219,423,High
25233,114,Low
25240,433,High
25253,443,High
25286,443,High
25304,443,High
25305,434,High
25307,434,High
25330,434,High
25361,434,High
25362,431,High
25365,431,High
25399,412,Mid
25412,432,High
25415,443,High
25429,441,High
25450,434,High
25451,441,High
25453,413,Mid
25480,444,High
25485,421,Mid
25503,433,High
25505,443,High
25510,123,Low
25513,434,High
25518,431,High
25539,113,Low
25543,444,High
25551,122,Low
25574,443,High
25584,112,Low
25586,421,Mid
25589,434,High
25594,421,Mid
25613,433,High
25615,431,High
25630,442,High
25631,424,High
25637,444,High
25639,444,High
25646,434,High
25649,414,Mid
25652,411,Mid
25654,422,Mid
25657,442,High
25685,414,Mid
25691,414,Mid
25696,442,High
25711,443,High
25714,441,High
25716,442,High
25718,442,High
25745,411,Mid
25756,432,High
25758,431,High
25778,412,Mid
25779,433,High
25781,432,High
25798,434,High
25807,422,Mid
25812,432,High
25834,411,Mid
25837,434,High
25838,421,Mid
25859,441,High
25860,444,High
25866,411,Mid
25867,121,Low
25901,124,Low
25906,431,High
25908,441,High
25930,434,High
25933,113,Low
25942,424,High
25945,113,Low
25965,413,Mid
25975,442,High
25990,411,Mid
25997,442,High
26003,423,High
26016,411,Mid
26047,112,Low
26052,444,High
26061,443,High
26091,441,High
26127,414,Mid
26146,422,Mid
26149,433,High
26150,423,High
26170,424,High
26173,442,High
26176,121,Low
26197,421,Mid
26230,423,High
26232,433,High
26242,411,Mid
26244,414,Mid
26258,111,Low
26262,424,High
26263,111,Low
26278,434,High
26316,412,Mid
26322,411,Mid
26374,432,High
26390,113,Low
26397,423,High
26413,113,Low
26439,432,High
26447,432,High
26464,432,High
26470,111,Low
26475,432,High
26499,413,Mid
26507,412,Mid
26508,111,Low
26523,442,High
26524,411,Mid
26534,432,High
26536,431,High
26542,434,High
26558,423,High
26568,443,High
26630,431,High
26646,424,High
26652,432,High
26688,424,High
26714,433,High
26731,444,High
26737,414,Mid
26805,434,High
26813,422,Mid
26814,433,High
26819,422,Mid
26824,423,High
26842,113,Low
26846,443,High
26847,421,Mid
26890,443,High
26937,411,Mid
26955,411,Mid
26969,431,High
27006,131,Low
27035,121,Low
27046,444,High
27062,113,Low
27082,413,Mid
27124,444,High
27134,411,Mid
27135,133,Low
27145,144,Mid
27151,412,Mid
27168,421,Mid
27171,424,High
27173,414,Mid
27180,424,High
27197,111,Low
27204,113,Low
27223,111,Low
27266,434,High
27287,414,Mid
27292,432,High
27295,424,High
27296,422,Mid
27300,431,High
27308,112,Low
27331,113,Low
27333,123,Low
27338,423,High
27342,443,High
27355,413,Mid
27372,414,Mid
27399,441,High
27402,431,High
27406,442,High
27409,121,Low
27411,434,High
27422,433,High
27425,423,High
27459,411,Mid
27467,114,Low
27522,111,Low
27547,111,Low
27548,121,Low
27550,423,High
27552,111,Low
27555,111,Low
27575,444,High
27585,414,Mid
27594,421,Mid
27618,134,Low
27628,411,Mid
27641,414,Mid
27649,433,High
27650,132,Low
27655,411,Mid
27661,442,High
27662,422,Mid
27678,444,High
27697,442,High
27700,432,High
27704,443,High
27746,422,Mid
27758,433,High
27784,442,High
27794,411,Mid
27801,424,High
27826,433,High
27860,112,Low
27867,441,High
27872,431,High
27887,432,High
27892,421,Mid
27895,414,Mid
27899,444,High
27903,112,Low
27940,411,Mid
27941,112,Low
27971,434,High
27975,421,Mid
27979,133,Low
27983,441,High
27990,423,High
28032,421,Mid
28056,113,Low
28085,122,Low
28095,411,Mid
28155,414,Mid
28173,411,Mid
28181,413,Mid
28225,422,Mid
28234,432,High
28242,442,High
28247,421,Mid
28251,133,Low
28272,432,High
28287,413,Mid
28288,421,Mid
28313,412,Mid
28316,443,High
28329,433,High
28366,412,Mid
28381,113,Low
28386,431,High
28391,123,Low
28399,422,Mid
28420,443,High
28441,431,High
28442,412,Mid
28445,413,Mid
28448,444,High
28474,114,Low
28476,443,High
28479,114,Low
28492,121,Low
28513,444,High
28516,414,Mid
28521,442,High
28542,132,Low
28551,424,High
28559,443,High
28572,432,High
28574,412,Mid
28582,444,High
28603,442,High
28620,413,Mid
28641,434,High
28656,134,Low
28669,433,High
28672,412,Mid
28673,422,Mid
28676,441,High
28681,412,Mid
28684,122,Low
28690,432,High
28692,434,High
28717,113,Low
28719,124,Low
28721,411,Mid
28735,424,High
28744,434,High
28750,443,High
28753,133,Low
28767,444,High
28776,441,High
28787,423,High
28790,132,Low
28803,421,Mid
28823,111,Low
28845,434,High
28862,434,High
28873,444,High
28887,432,High
28972,443,High
28976,433,High
28992,134,Low
28993,411,Mid
29008,442,High
29030,421,Mid
29038,443,High
29051,443,High
29058,433,High
29069,121,Low
29087,414,Mid
29111,124,Low
29113,423,High
29118,111,Low
29136,422,Mid
29141,121,Low
29151,431,High
29164,433,High
29168,432,High
29172,111,Low
29173,422,Mid
29198,433,High
29202,423,High
29210,111,Low
29211,421,Mid
29240,443,High
29242,423,High
29245,441,High
29259,432,High
29264,121,Low
29270,422,Mid
29292,413,Mid
29302,434,High
29303,422,Mid
29305,431,High
29308,413,Mid
29312,422,Mid
29314,411,Mid
29326,424,High
29340,444,High
29366,434,High
29401,422,Mid
29403,443,High
29410,123,Low
29414,413,Mid
29418,112,Low
29422,122,Low
29439,432,High
29443,434,High
29448,434,High
29449,444,High
29460,443,High
29491,421,Mid
29529,411,Mid
29536,411,Mid
29546,114,Low
29600,121,Low
29648,431,High
29649,444,High
29677,111,Low
29686,121,Low
29692,121,Low
29699,122,Low
29702,424,High
29707,421,Mid
29708,443,High
29720,421,Mid
29756,433,High
29764,442,High
29798,444,High
29810,432,High
29813,421,Mid
29825,432,High
29848,433,High
29859,432,High
29861,132,Low
29869,122,Low
29890,412,Mid
29918,434,High
29922,433,High
29926,122,Low
29934,432,High
29936,114,Low
29962,411,Mid
29974,414,Mid
29979,431,High
29987,413,Mid
29993,413,Mid
30037,421,Mid
30040,432,High
30041,112,Low
30050,443,High
30053,431,High
30072,413,Mid
30075,444,High
30077,114,Low
30082,422,Mid
30084,121,Low
30096,124,Low
30101,444,High
30122,444,High
30125,434,High
30126,412,Mid
30129,431,High
30143,423,High
30158,442,High
30161,443,High
30179,433,High
30197,444,High
30198,111,Low
30200,434,High
30204,422,Mid
30208,424,High
30211,424,High
30216,411,Mid
30217,444,High
30254,421,Mid
30269,131,Low
30277,421,Mid
30279,444,High
30289,424,High
30292,442,High
30302,444,High
30305,422,Mid
30311,442,High
30331,414,Mid
30337,112,Low
30342,442,High
30350,444,High
30352,423,High
30365,433,High
30379,114,Low
30386,412,Mid
30397,411,Mid
30430,441,High
30473,444,High
30475,441,High
30479,433,High
30489,444,High
30497,122,Low
30508,433,High
30536,441,High
30553,444,High
30605,443,High
30617,111,Low
30621,414,Mid
30625,111,Low
30638,122,Low
30643,423,High
30655,434,High
30659,431,High
30673,431,High
30728,444,High
30758,421,Mid
30760,442,High
30772,121,Low
30868,434,High
30873,432,High
30875,414,Mid
30885,421,Mid
30886,413,Mid
30891,112,Low
30894,432,High
30913,411,Mid
30923,422,Mid
30942,122,Low
30949,432,High
30962,443,High
30976,134,Low
30986,444,High
30999,421,Mid
31002,442,High
31018,421,Mid
31030,411,Mid
31043,444,High
31053,421,Mid
31056,421,Mid
31063,424,High
31091,111,Low
31105,411,Mid
31119,114,Low
31134,441,High
31140,442,High
31151,421,Mid
31155,442,High
31184,411,Mid
31243,432,High
31249,444,High
31267,412,Mid
31285,111,Low
31291,414,Mid
31299,442,High
31302,113,Low
31303,121,Low
31329,443,High
31354,421,Mid
31370,412,Mid
31400,434,High
31418,432,High
31438,113,Low
31467,442,High
31468,433,High
31469,412,Mid
31489,422,Mid
31494,433,High
31502,442,High
31509,121,Low
31514,431,High
31522,412,Mid
31540,411,Mid
31543,422,Mid
31544,422,Mid
31550,434,High
31551,442,High
31562,431,High
31596,123,Low
31650,443,High
31655,112,Low
31659,434,High
31664,113,Low
31673,113,Low
31681,421,Mid
31686,431,High
31703,123,Low
31707,422,Mid
31726,442,High
31749,422,Mid
31763,422,Mid
31770,444,High
31789,422,Mid
31792,442,High
31797,114,Low
31803,424,High
31814,431,High
31817,423,High
31827,433,High
31832,433,High
31834,433,High
31840,433,High
31842,114,Low
31871,114,Low
31891,434,High
31898,432,High
31907,111,Low
31910,112,Low
31938,411,Mid
31940,422,Mid
31948,422,Mid
31949,443,High
31957,442,High
31962,132,Low
31974,442,High
32016,441,High
32029,434,High
32035,112,Low
32065,433,High
32075,432,High
32108,431,High
32109,422,Mid
32112,432,High
32131,431,High
32146,421,Mid
32150,434,High
32156,433,High
32166,443,High
32167,432,High
32168,421,Mid
32185,424,High
32186,444,High
32197,442,High
32209,411,Mid
32221,422,Mid
32242,421,Mid
32260,111,Low
32283,434,High
32308,414,Mid
32326,413,Mid
32333,441,High
32345,443,High
32382,441,High
32387,432,High
32391,413,Mid
32392,411,Mid
32402,431,High
32403,413,Mid
32413,422,Mid
32418,444,High
32437,421,Mid
32452,443,High
32491,431,High
32498,433,High
32516,421,Mid
32521,443,High
32534,432,High
32541,444,High
32573,113,Low
32587,413,Mid
32614,111,Low
32619,424,High
32635,443,High
32641,442,High
32649,414,Mid
32661,423,High
32692,413,Mid
32706,434,High
32732,411,Mid
32737,422,Mid
32754,414,Mid
32757,414,Mid
32759,414,Mid
32760,422,Mid
32767,442,High
32768,432,High
32790,111,Low
32798,423,High
32807,424,High
32808,431,High
32827,443,High
32832,442,High
32838,411,Mid
32854,114,Low
32858,121,Low
32859,421,Mid
32865,432,High
32889,422,Mid
32891,424,High
32898,112,Low
32955,444,High
32978,133,Low
32988,432,High
32991,412,Mid
32997,434,High
32998,444,High
33015,434,High
33018,422,Mid
33047,423,High
33051,432,High
33065,412,Mid
33082,432,High
33086,144,Mid
33092,421,Mid
33112,422,Mid
33121,443,High
33124,411,Mid
33131,432,High
33132,432,High
33156,434,High
33192,124,Low
33257,421,Mid
33266,434,High
33270,432,High
33284,133,Low
33298,434,High
33313,111,Low
33321,413,Mid
33334,413,Mid
33335,431,High
33362,414,Mid
33411,424,High
33443,431,High
33483,122,Low
33486,443,High
33491,433,High
33506,411,Mid
33512,421,Mid
33516,414,Mid
33524,413,Mid
33536,414,Mid
33549,433,High
33557,443,High
33562,444,High
33571,443,High
33583,131,Low
33585,421,Mid
33588,424,High
33591,111,Low
33594,424,High
33608,423,High
33611,422,Mid
33612,423,High
33620,444,High
33631,121,Low
33633,444,High
33641,413,Mid
33650,413,Mid
33661,433,High
33683,111,Low
33693,413,Mid
33710,442,High
33714,432,High
33725,433,High
33732,442,High
33739,434,High
33744,411,Mid
33768,414,Mid
33783,413,Mid
33799,432,High
33803,134,Low
33814,432,High
33833,434,High
33875,424,High
33878,111,Low
33882,431,High
33899,442,High
33904,413,Mid
33916,443,High
33917,433,High
33922,432,High
33923,443,High
33926,424,High
33942,444,High
33958,112,Low
33975,414,Mid
33991,134,Low
33997,422,Mid
34041,434,High
34046,424,High
34054,411,Mid
34055,433,High
34072,422,Mid
34092,121,Low
34096,424,High
34097,442,High
34107,113,Low
34114,411,Mid
34123,443,High
34128,442,High
34134,421,Mid
34136,443,High
34142,113,Low
34144,444,High
34160,413,Mid
34168,121,Low
34180,112,Low
34189,111,Low
34196,441,High
34218,111,Low
34232,432,High
34239,121,Low
34263,434,High
34275,112,Low
34304,433,High
34332,433,High
34394,132,Low
34409,121,Low
34414,434,High
34431,111,Low
34450,434,High
34462,433,High
34501,411,Mid
34532,433,High
34533,442,High
34539,434,High
34542,431,High
34546,112,Low
34554,433,High
34568,433,High
34573,433,High
34610,421,Mid
34659,434,High
34665,421,Mid
34672,422,Mid
34678,432,High
34689,442,High
34698,433,High
34721,432,High
34722,114,Low
34734,423,High
34736,411,Mid
34748,443,High
34753,114,Low
34772,442,High
34785,443,High
34794,111,Low
34797,132,Low
34808,444,High
34851,111,Low
34861,432,High
34874,421,Mid
34880,443,High
34888,121,Low
34897,111,Low
34899,113,Low
34915,421,Mid
34923,434,High
34962,422,Mid
34969,411,Mid
34974,414,Mid
35011,432,High
35013,142,Mid
35020,442,High
35028,421,Mid
35034,424,High
35038,442,High
35044,421,Mid
35064,111,Low
35072,411,Mid
35083,411,Mid
35104,444,High
35110,414,Mid
35112,434,High
35113,112,Low
35121,432,High
35130,123,Low
35148,443,High
35158,413,Mid
35159,442,High
35165,433,High
35166,442,High
35177,432,High
35180,432,High
35189,433,High
35190,444,High
35200,414,Mid
35212,432,High
35238,433,High
35239,444,High
35242,434,High
35244,444,High
35252,411,Mid
35259,421,Mid
35272,134,Low
35298,423,High
35302,111,Low
35303,122,Low
35307,432,High
35317,433,High
35327,112,Low
35362,133,Low
35375,443,High
35386,133,Low
35393,121,Low
35403,443,High
35419,122,Low
35427,434,High
35429,414,Mid
35433,112,Low
35457,444,High
35463,111,Low
35468,411,Mid
35487,424,High
35504,443,High
35516,431,High
35527,423,High
35535,134,Low
35551,423,High
35552,113,Low
35565,433,High
35599,413,Mid
35614,434,High
35625,442,High
35630,111,Low
35632,411,Mid
35646,121,Low
35659,433,High
35664,424,High
35691,444,High
35693,424,High
35709,443,High
35746,421,Mid
35747,424,High
35762,434,High
35774,444,High
35781,433,High
35802,441,High
35813,423,High
35820,434,High
35823,431,High
35837,121,Low
35840,443,High
35851,421,Mid
35855,123,Low
35875,411,Mid
35883,111,Low
35900,112,Low
35915,423,High
35940,134,Low
35944,414,Mid
35953,443,High
35960,442,High
35961,443,High
35976,112,Low
35982,432,High
36015,421,Mid
36035,414,Mid
36067,124,Low
36073,413,Mid
36083,131,Low
36117,444,High
36130,421,Mid
36145,424,High
36150,443,High
36160,413,Mid
36179,442,High
36202,411,Mid
36205,443,High
36227,411,Mid
36270,424,High
36276,424,High
36280,432,High
36285,444,High
36291,421,Mid
36316,413,Mid
36335,442,High
36350,431,High
36352,423,High
36353,443,High
36379,423,High
36380,131,Low
36391,432,High
36393,424,High
36402,124,Low
36409,412,Mid
36416,124,Low
36417,433,High
36426,443,High
36436,111,Low
36440,134,Low
36460,434,High
36501,442,High
36502,111,Low
36510,422,Mid
36523,422,Mid
36540,111,Low
36544,411,Mid
36556,424,High
36570,122,Low
36580,424,High
36642,422,Mid
36647,414,Mid
36648,441,High
36659,442,High
36660,421,Mid
36669,411,Mid
36725,132,Low
36732,431,High
36733,433,High
36754,424,High
36757,433,High
36760,111,Low
36773,111,Low
36798,111,Low
36802,441,High
36815,423,High
36833,421,Mid
36838,421,Mid
36840,411,Mid
36855,121,Low
36856,422,Mid
36877,443,High
36888,432,High
36893,114,Low
36919,443,High
36923,432,High
36929,111,Low
36964,422,Mid
37009,434,High
37014,411,Mid
37074,122,Low
37080,432,High
37083,431,High
37094,443,High
37100,413,Mid
37139,443,High
37145,414,Mid
37152,113,Low
37177,421,Mid
37200,442,High
37205,432,High
37223,432,High
37225,433,High
37235,113,Low
37245,412,Mid
37249,432,High
37250,134,Low
37260,433,High
37263,414,Mid
37272,421,Mid
37281,414,Mid
37285,131,Low
37305,422,Mid
37340,421,Mid
37383,422,Mid
37425,433,High
37432,441,High
37490,422,Mid
37495,134,Low
37500,124,Low
37507,422,Mid
37519,432,High
37524,411,Mid
37526,124,Low
37530,431,High
37538,421,Mid
37539,424,High
37593,433,High
37596,444,High
37618,434,High
37633,431,High
37653,444,High
37671,434,High
37684,411,Mid
37687,433,High
37688,432,High
37707,432,High
37727,411,Mid
37739,432,High
37764,443,High
37765,132,Low
37775,111,Low
37783,433,High
37820,443,High
37827,412,Mid
37832,422,Mid
37882,441,High
37897,423,High
37901,434,High
37913,411,Mid
37918,421,Mid
37919,421,Mid
37922,113,Low
37924,424,High
37934,424,High
37949,443,High
37953,422,Mid
37963,434,High
37978,433,High
37988,424,High
37990,433,High
38018,432,High
38020,433,High
38026,434,High
38031,443,High
38048,441,High
38051,111,Low
38056,423,High
38057,442,High
38067,424,High
38086,421,Mid
38114,444,High
38120,411,Mid
38136,413,Mid
38145,421,Mid
38171,132,Low
38184,432,High
38187,413,Mid
38188,432,High
38193,113,Low
38199,122,Low
38214,442,High
38226,424,High
38232,114,Low
38240,422,Mid
38247,414,Mid
38288,133,Low
38289,434,High
38292,121,Low
38302,433,High
38315,432,High
38320,413,Mid
38359,423,High
38365,124,Low
38369,111,Low
38372,114,Low
38394,444,High
38408,414,Mid
38419,441,High
38429,431,High
38433,121,Low
38435,431,High
38448,434,High
38455,432,High
38461,122,Low
38476,423,High
38480,442,High
38494,423,High
38526,443,High
38533,412,Mid
38534,442,High
38552,444,High
38580,414,Mid
38583,412,Mid
38625,441,High
38646,444,High
38651,444,High
38659,431,High
38663,432,High
38707,423,High
38709,443,High
38712,133,Low
38742,412,Mid
38745,412,Mid
38747,414,Mid
38748,442,High
38764,411,Mid
38780,111,Low
38790,424,High
38797,124,Low
38820,423,High
38858,413,Mid
38881,423,High
38905,431,High
38906,444,High
38962,121,Low
38966,443,High
38982,434,High
38983,412,Mid
38984,434,High
38986,421,Mid
39017,411,Mid
39027,412,Mid
39033,424,High
39034,444,High
39037,422,Mid
39040,422,Mid
39078,442,High
39083,432,High
39097,424,High
39101,421,Mid
39108,432,High
39111,442,High
39119,434,High
39129,414,Mid
39131,442,High
39151,133,Low
39160,114,Low
39190,413,Mid
39192,432,High
39218,411,Mid
39233,411,Mid
39239,442,High
39252,412,Mid
39262,441,High
39298,442,High
39300,422,Mid
39301,432,High
39315,424,High
39316,111,Low
39321,421,Mid
39335,431,High
39347,433,High
39354,411,Mid
39372,442,High
39383,411,Mid
39388,434,High
39399,444,High
39416,411,Mid
39427,413,Mid
39437,443,High
39452,442,High
39464,424,High
39467,411,Mid
39470,424,High
39483,434,High
39495,434,High
39498,411,Mid
39511,433,High
39518,432,High
39521,114,Low
39527,433,High
39540,442,High
39543,443,High
39555,433,High
39565,113,Low
39566,444,High
39567,422,Mid
39577,114,Low
39589,433,High
39595,432,High
39596,442,High
39597,443,High
39605,424,High
39618,422,Mid
39637,132,Low
39676,412,Mid
39680,421,Mid
39683,443,High
39688,123,Low
39690,111,Low
39698,412,Mid
39706,442,High
39707,413,Mid
39733,434,High
39736,431,High
39739,411,Mid
39754,411,Mid
39779,134,Low
39780,433,High
39782,112,Low
39803,443,High
39817,113,Low
39829,431,High
39834,134,Low
39841,442,High
39877,434,High
39906,432,High
39927,112,Low
39937,432,High
39945,434,High
39953,444,High
39956,434,High
39970,424,High
39989,431,High
39993,412,Mid
40047,434,High
40051,431,High
40054,422,Mid
40080,123,Low
40083,421,Mid
40106,432,High
40131,444,High
40136,421,Mid
40137,433,High
40141,434,High
40160,424,High
40207,422,Mid
40225,444,High
40243,411,Mid
40246,422,Mid
40249,432,High
40254,114,Low
40288,412,Mid
40289,421,Mid
40308,112,Low
40321,443,High
40331,423,High
40356,131,Low
40367,422,Mid
40371,422,Mid
40373,441,High
40392,441,High
40396,421,Mid
40407,443,High
40409,433,High
40444,422,Mid
40451,414,Mid
40454,441,High
40456,123,Low
40459,444,High
40461,431,High
40474,423,High
40494,433,High
40521,442,High
40532,443,High
40536,114,Low
40538,444,High
40565,414,Mid
40576,444,High
40598,422,Mid
40602,132,Low
40610,444,High
40634,433,High
40636,441,High
40644,443,High
40665,444,High
40679,134,Low
40683,422,Mid
40695,414,Mid
40706,413,Mid
40716,133,Low
40735,444,High
40739,422,Mid
40745,421,Mid
40752,441,High
40771,441,High
40775,443,High
40827,132,Low
40828,442,High
40829,434,High
40836,443,High
40895,122,Low
40896,433,High
40901,444,High
40903,423,High
40913,443,High
40921,433,High
40926,431,High
40933,412,Mid
40940,444,High
40951,443,High
40953,444,High
40959,433,High
40965,421,Mid
40966,411,Mid
41000,421,Mid
41027,441,High
41032,421,Mid
41042,444,High
41067,443,High
41075,434,High
41088,443,High
41093,442,High
41100,421,Mid
41113,114,Low
41130,443,High
41138,433,High
41147,411,Mid
41165,411,Mid
41170,411,Mid
41202,432,High
41205,433,High
41230,442,High
41238,444,High
41275,422,Mid
41283,423,High
41304,422,Mid
41347,111,Low
41359,441,High
41360,411,Mid
41369,114,Low
41378,111,Low
41386,111,Low
41401,444,High
41404,113,Low
41434,442,High
41458,433,High
41463,431,High
41467,431,High
41469,423,High
41487,411,Mid
41495,124,Low
41505,443,High
41513,123,Low
41518,411,Mid
41523,411,Mid
41545,444,High
41560,434,High
41588,114,Low
41590,413,Mid
41594,411,Mid
41621,412,Mid
41657,412,Mid
41682,413,Mid
41688,441,High
41707,443,High
41718,444,High
41750,411,Mid
41784,443,High
41792,413,Mid
41816,414,Mid
41830,432,High
41833,443,High
41846,422,Mid
41864,443,High
41865,111,Low
41873,442,High
41889,433,High
41893,111,Low
41936,111,Low
41950,421,Mid
41952,442,High
41967,411,Mid
41980,444,High
41986,113,Low
41988,432,High
42023,132,Low
42026,422,Mid
42040,424,High
42056,433,High
42065,421,Mid
42085,444,High
42102,113,Low
42104,111,Low
42134,443,High
42141,432,High
42143,412,Mid
42172,121,Low
42193,432,High
42196,121,Low
42247,442,High
42289,413,Mid
42294,423,High
42296,442,High
42309,442,High
42313,433,High
42323,443,High
42329,444,High
42347,411,Mid
42360,423,High
42371,444,High
42383,443,High
42394,424,High
42415,411,Mid
42418,413,Mid
42463,423,High
42484,434,High
42495,114,Low
42497,433,High
42509,431,High
42541,444,High
42551,412,Mid
42587,434,High
42595,423,High
42603,132,Low
42611,111,Low
42616,443,High
42621,424,High
42638,422,Mid
42644,113,Low
42665,124,Low
42673,414,Mid
42725,433,High
42740,444,High
42749,414,Mid
42773,414,Mid
42792,443,High
42842,432,High
42851,422,Mid
42858,434,High
42867,114,Low
42885,422,Mid
42900,111,Low
42922,442,High
42936,422,Mid
42951,444,High
42959,111,Low
42977,442,High
42981,411,Mid
42991,443,High
42992,443,High
42994,411,Mid
43010,423,High
43016,431,High
43021,434,High
43029,434,High
43036,434,High
43089,442,High
43106,423,High
43109,444,High
43115,444,High
43130,424,High
43141,444,High
43157,121,Low
43163,423,High
43194,444,High
43198,443,High
43215,443,High
43217,133,Low
43221,444,High
43241,424,High
43248,122,Low
43249,444,High
43281,444,High
43295,132,Low
43313,444,High
43340,441,High
43357,123,Low
43369,443,High
43379,443,High
43380,413,Mid
43398,442,High
43424,444,High
43432,432,High
43441,422,Mid
43447,432,High
43463,444,High
43470,412,Mid
43485,441,High
43487,421,Mid
43489,121,Low
43504,413,Mid
43522,112,Low
43524,444,High
43550,111,Low
43594,432,High
43595,444,High
43599,412,Mid
43602,444,High
43611,423,High
43621,414,Mid
43637,414,Mid
43657,124,Low
43659,124,Low
43668,424,High
43675,421,Mid
43681,434,High
43747,444,High
43775,441,High
43792,444,High
43810,422,Mid
43814,123,Low
43839,111,Low
43844,423,High
43858,122,Low
43868,431,High
43870,443,High
43875,444,High
43877,114,Low
43896,112,Low
43902,424,High
43904,432,High
43924,424,High
43946,442,High
43947,441,High
43966,124,Low
43977,442,High
43998,441,High
44005,413,Mid
44012,134,Low
44034,443,High
44047,123,Low
44049,431,High
44057,421,Mid
44068,433,High
44069,443,High
44089,433,High
44096,413,Mid
44102,441,High
44107,423,High
44121,111,Low
44128,431,High
44131,141,Mid
44133,442,High
44155,123,Low
44159,443,High
44174,411,Mid
44189,433,High
44210,422,Mid
44252,412,Mid
44269,434,High
44320,444,High
44336,411,Mid
44346,433,High
44350,443,High
44370,433,High
44378,124,Low
44380,443,High
44394,442,High
44423,414,Mid
44432,443,High
44435,442,High
44457,431,High
44472,424,High
44474,411,Mid
44480,413,Mid
44483,411,Mid
44491,421,Mid
44497,431,High
44506,423,High
44517,412,Mid
44533,424,High
44543,411,Mid
44563,411,Mid
44592,441,High
44608,444,High
44619,434,High
44635,433,High
44648,433,High
44661,413,Mid
44678,444,High
44724,123,Low
44747,414,Mid
44768,121,Low
44779,444,High
44813,121,Low
44820,122,Low
44847,423,High
44863,432,High
44868,133,Low
44888,433,High
44892,442,High
44898,442,High
44910,434,High
44938,423,High
44968,423,High
44974,433,High
44990,122,Low
44992,431,High
45000,432,High
45017,111,Low
45028,432,High
45037,443,High
45039,431,High
45069,414,Mid
45079,112,Low
45087,442,High
45092,443,High
45093,444,High
45096,442,High
45102,431,High
45106,432,High
45115,112,Low
45140,414,Mid
45149,442,High
45161,432,High
45164,433,High
45165,431,High
45199,424,High
45207,121,Low
45208,411,Mid
45214,421,Mid
45219,431,High
45230,124,Low
45237,444,High
45282,123,Low
45292,443,High
45295,411,Mid
45309,442,High
45311,113,Low
45331,443,High
45334,434,High
45355,431,High
45375,411,Mid
45421,444,High
45432,443,High
45454,422,Mid
45476,424,High
45477,441,High
45481,422,Mid
45487,111,Low
45512,423,High
45518,431,High
45528,443,High
45549,441,High
